Cell Name,Pin name,Direction,Max Transition,Area,Function,Leakage Power,Max_Cap,Input Transition Fall,Input Transition Rise,Output Capacitance Fall,Output Capacitance Rise,Delay Fall,Delay Rise,Delay Value Fall,Delay Value Rise,Max Pin Delay Fall,Max Pin Delay Rise
sky130_fd_sc_hd__a221oi_2,"['A1', 'A2', 'B1', 'B2', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.737992]",15.0144,(!A1&!B1&!C1)|(!A1&!B2&!C1)|(!A2&!B1&!C1)|(!A2&!B2&!C1),0.003581981,"[0.004306, 0.004766, 0.004276, 0.004758, 0.004293, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00120123, 0.0028859, 0.00693327, 0.0166569, 0.0400175, 0.0961403]","[0.0005, 0.00120123, 0.0028859, 0.00693327, 0.0166569, 0.0400175, 0.0961403]","[0.0681149, 0.0709521, 0.0773089, 0.0909368, 0.1183923, 0.1802867, 0.320648]","[0.2525001, 0.2613449, 0.2813153, 0.328787, 0.4413004, 0.7090007, 1.3486389]",0.0909368,0.328787,A2,A2
sky130_fd_sc_hd__a221oi_4,"['A1', 'A2', 'B1', 'B2', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.760327]",26.2752,(!A1&!B1&!C1)|(!A1&!B2&!C1)|(!A2&!B1&!C1)|(!A2&!B2&!C1),0.006210502,"[0.008421, 0.009165, 0.008301, 0.008837, 0.008418, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00131655, 0.00346659, 0.00912787, 0.0240345, 0.0632852, 0.166636]","[0.0005, 0.00131655, 0.00346659, 0.00912787, 0.0240345, 0.0632852, 0.166636]","[0.0688949, 0.0707387, 0.0753982, 0.0866303, 0.1119554, 0.1724742, 0.3215676]","[0.2738513, 0.2800798, 0.2954841, 0.3338747, 0.4341197, 0.6950585, 1.3758775]",0.0866303,0.3338747,A2,A2
sky130_fd_sc_hd__a222oi_1,"['A1', 'A2', 'B1', 'B2', 'C1', 'C2', 'Y']","['input', 'input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 2.135459]",10.0096,(!A1&!B1&!C1)|(!A1&!B1&!C2)|(!A1&!B2&!C1)|(!A2&!B1&!C1)|(!A1&!B2&!C2)|(!A2&!B1&!C2)|(!A2&!B2&!C1)|(!A2&!B2&!C2),0.00243475,"[0.00221, 0.002247, 0.002236, 0.002296, 0.00226, 0.002299, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00112803, 0.0025449, 0.00574143, 0.012953, 0.0292227, 0.0659279]","[0.0005, 0.00112803, 0.0025449, 0.00574143, 0.012953, 0.0292227, 0.0659279]","[0.0965723, 0.1008751, 0.109926, 0.1289658, 0.1696971, 0.2575064, 0.4494295]","[0.2986089, 0.3116219, 0.344072, 0.4139264, 0.5714065, 0.9240799, 1.7162238]",0.1289658,0.4139264,A2,A2
sky130_fd_sc_hd__a22o_1,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504782]",8.7584,(B1&B2)|(A1&A2),0.004062747,"[0.002347, 0.002392, 0.002375, 0.002324, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.0005, 0.00130672, 0.00341504, 0.00892501, 0.023325, 0.0609586, 0.159312]","[0.2350221, 0.2424977, 0.2579212, 0.2876652, 0.346103, 0.4754233, 0.7992492]","[0.1285707, 0.1363715, 0.1535559, 0.1919956, 0.2866131, 0.5320781, 1.1749983]",0.2876652,0.1919956,A2,A1
sky130_fd_sc_hd__a22o_2,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.507153]",10.0096,(B1&B2)|(A1&A2),0.004457776,"[0.002335, 0.002374, 0.002361, 0.00232, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145308, 0.00422286, 0.0122723, 0.0356652, 0.103648, 0.301218]","[0.0005, 0.00145308, 0.00422286, 0.0122723, 0.0356652, 0.103648, 0.301218]","[0.2663599, 0.2730876, 0.2879836, 0.3171872, 0.3742445, 0.4973956, 0.8172351]","[0.1418521, 0.1476714, 0.1614593, 0.1933685, 0.2754165, 0.5083498, 1.1846397]",0.3171872,0.1933685,A2,A2
sky130_fd_sc_hd__a22o_4,"['A1', 'A2', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.509277]",17.5168,(B1&B2)|(A1&A2),0.007511604,"[0.004332, 0.004787, 0.004336, 0.004858, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00160968, 0.00518212, 0.0166831, 0.0537087, 0.172907, 0.55665]","[0.0005, 0.00160968, 0.00518212, 0.0166831, 0.0537087, 0.172907, 0.55665]","[0.2670804, 0.2713919, 0.2825002, 0.3069393, 0.3572723, 0.4729611, 0.7991985]","[0.1323342, 0.1361121, 0.1464103, 0.1727779, 0.2454164, 0.4696231, 1.1860561]",0.3069393,0.1727779,A2,A2
sky130_fd_sc_hd__a22oi_1,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.86117]",7.5072,(!A1&!B1)|(!A1&!B2)|(!A2&!B1)|(!A2&!B2),0.002575718,"[0.00236, 0.002377, 0.002342, 0.002322, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00118547, 0.00281067, 0.00666394, 0.0157998, 0.0374603, 0.0888161]","[0.0005, 0.00118547, 0.00281067, 0.00666394, 0.0157998, 0.0374603, 0.0888161]","[0.0850076, 0.0889816, 0.0989043, 0.1202827, 0.168904, 0.2815163, 0.5467912]","[0.1691121, 0.1793689, 0.2027279, 0.2581187, 0.3881824, 0.6936786, 1.4154158]",0.1202827,0.2581187,A2,A2
sky130_fd_sc_hd__a22oi_2,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.955206]",12.512,(!A1&!B1)|(!A1&!B2)|(!A2&!B1)|(!A2&!B2),0.002838821,"[0.004262, 0.004365, 0.004234, 0.004269, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00132133, 0.0034918, 0.00922762, 0.0243854, 0.0644421, 0.170298]","[0.0005, 0.00132133, 0.0034918, 0.00922762, 0.0243854, 0.0644421, 0.170298]","[0.0809216, 0.0839956, 0.0913732, 0.1096366, 0.1537236, 0.2664791, 0.5611658]","[0.1779031, 0.1839401, 0.2026484, 0.2496776, 0.3721211, 0.6919266, 1.5331164]",0.1096366,0.2496776,A2,A2
sky130_fd_sc_hd__a22oi_4,"['A1', 'A2', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.93303]",21.2704,(!A1&!B1)|(!A1&!B2)|(!A2&!B1)|(!A2&!B2),0.01431727,"[0.00831, 0.008617, 0.008338, 0.008543, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00144713, 0.00418836, 0.0121222, 0.0350847, 0.101544, 0.293894]","[0.0005, 0.00144713, 0.00418836, 0.0121222, 0.0350847, 0.101544, 0.293894]","[0.0778102, 0.0797662, 0.085135, 0.0994629, 0.1365885, 0.2387385, 0.5286689]","[0.1864067, 0.1915839, 0.2049051, 0.2424699, 0.3491344, 0.6530611, 1.527372]",0.0994629,0.2424699,A2,A2
sky130_fd_sc_hd__a2bb2o_1,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.503891]",10.0096,(B1&B2)|(!A1_N&!A2_N),0.005070207,"[0.001383, 0.001437, 0.001491, 0.001566, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130547, 0.00340849, 0.00889933, 0.0232356, 0.0606665, 0.158396]","[0.0005, 0.00130547, 0.00340849, 0.00889933, 0.0232356, 0.0606665, 0.158396]","[0.2767899, 0.285918, 0.3044322, 0.3392502, 0.4042224, 0.5401011, 0.8669946]","[0.2577709, 0.2651272, 0.2814539, 0.3194838, 0.4148649, 0.6610918, 1.30311]",0.3392502,0.3194838,B1,A1_N
sky130_fd_sc_hd__a2bb2o_2,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.50366]",11.2608,(B1&B2)|(!A1_N&!A2_N),0.00483733,"[0.001657, 0.001707, 0.001726, 0.001796, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145234, 0.00421858, 0.0122536, 0.0355929, 0.103386, 0.300303]","[0.0005, 0.00145234, 0.00421858, 0.0122536, 0.0355929, 0.103386, 0.300303]","[0.2684023, 0.2755195, 0.291336, 0.3225879, 0.3818929, 0.5075971, 0.826581]","[0.2482698, 0.2541068, 0.2675566, 0.2988952, 0.3809325, 0.6149924, 1.2896122]",0.3225879,0.2988952,A1_N,A1_N
sky130_fd_sc_hd__a2bb2o_4,"['A1_N', 'A2_N', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504566]",20.0192,(B1&B2)|(!A1_N&!A2_N),0.006829529,"[0.0049, 0.004427, 0.004768, 0.00436, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00158252, 0.00500877, 0.015853, 0.0501755, 0.158808, 0.502634]","[0.0005, 0.00158252, 0.00500877, 0.015853, 0.0501755, 0.158808, 0.502634]","[0.2294062, 0.2333433, 0.2433886, 0.2654468, 0.3119119, 0.41863, 0.7179067]","[0.2264985, 0.2300219, 0.2397595, 0.2653641, 0.3388854, 0.5646577, 1.2771347]",0.2654468,0.2653641,B1,A1_N
sky130_fd_sc_hd__a2bb2oi_1,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.494223]",8.7584,(A1_N&!B1)|(A1_N&!B2)|(A2_N&!B1)|(A2_N&!B2),0.003382974,"[0.002379, 0.002479, 0.002345, 0.002419, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00113824, 0.00259117, 0.00589873, 0.0134283, 0.0305692, 0.0695901]","[0.0005, 0.00113824, 0.00259117, 0.00589873, 0.0134283, 0.0305692, 0.0695901]","[0.1534033, 0.1579232, 0.1663883, 0.1821544, 0.2111611, 0.2675672, 0.3877624]","[0.1361542, 0.1465308, 0.1693554, 0.220249, 0.3340147, 0.5897888, 1.1706044]",0.1821544,0.220249,A1_N,A1_N
sky130_fd_sc_hd__a2bb2oi_2,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.498659]",15.0144,(A1_N&!B1)|(A1_N&!B2)|(A2_N&!B1)|(A2_N&!B2),0.004219416,"[0.004573, 0.004434, 0.004799, 0.004336, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00126321, 0.00319137, 0.00806272, 0.0203697, 0.0514623, 0.130015]","[0.0005, 0.00126321, 0.00319137, 0.00806272, 0.0203697, 0.0514623, 0.130015]","[0.1706035, 0.1739601, 0.1813075, 0.1962825, 0.2242068, 0.2805451, 0.4065068]","[0.1341143, 0.1401276, 0.1553408, 0.1932455, 0.2871927, 0.5221532, 1.1169381]",0.1962825,0.1932455,A1_N,B1
sky130_fd_sc_hd__a2bb2oi_4,"['A1_N', 'A2_N', 'B1', 'B2', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.494728]",26.2752,(A1_N&!B1)|(A1_N&!B2)|(A2_N&!B1)|(A2_N&!B2),0.00740544,"[0.008762, 0.008755, 0.00918, 0.008511, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00138529, 0.00383804, 0.0106336, 0.029461, 0.081624, 0.226145]","[0.0005, 0.00138529, 0.00383804, 0.0106336, 0.029461, 0.081624, 0.226145]","[0.1788453, 0.1813406, 0.1871256, 0.2003458, 0.227993, 0.2862846, 0.4257093]","[0.1413854, 0.1454214, 0.1565211, 0.1865053, 0.2683905, 0.4916015, 1.1072346]",0.2003458,0.1865053,A1_N,B1
sky130_fd_sc_hd__a311o_1,"['A1', 'A2', 'A3', 'B1', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.501651]",10.0096,(A1&A2&A3)|(B1)|(C1),0.001566919,"[0.002272, 0.002303, 0.002375, 0.002338, 0.002253, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00128316, 0.00329298, 0.00845081, 0.0216874, 0.0556566, 0.142832]","[0.0005, 0.00128316, 0.00329298, 0.00845081, 0.0216874, 0.0556566, 0.142832]","[0.3476778, 0.3569996, 0.3755237, 0.4093439, 0.4726992, 0.5994429, 0.8896203]","[0.1513045, 0.1601411, 0.1791008, 0.2205635, 0.3185597, 0.5655158, 1.1979788]",0.4093439,0.2205635,A3,A3
sky130_fd_sc_hd__a311o_2,"['A1', 'A2', 'A3', 'B1', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.507149]",11.2608,(A1&A2&A3)|(B1)|(C1),0.002147164,"[0.002279, 0.002305, 0.002344, 0.002271, 0.002234, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00145086, 0.00420999, 0.0122162, 0.035448, 0.10286, 0.298472]","[0.0005, 0.00145086, 0.00420999, 0.0122162, 0.035448, 0.10286, 0.298472]","[0.3877171, 0.3961845, 0.4146107, 0.4503364, 0.5170396, 0.6500692, 0.9688552]","[0.1617076, 0.1688972, 0.18541, 0.2215365, 0.3079562, 0.5451427, 1.2255762]",0.4503364,0.2215365,A3,A3
sky130_fd_sc_hd__a311o_4,"['A1', 'A2', 'A3', 'B1', 'C1', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.501091]",20.0192,(A1&A2&A3)|(B1)|(C1),0.008790307,"[0.004244, 0.004319, 0.00438, 0.004284, 0.004264, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00155545, 0.00483885, 0.0150532, 0.0468289, 0.14568, 0.453196]","[0.0005, 0.00155545, 0.00483885, 0.0150532, 0.0468289, 0.14568, 0.453196]","[0.4061784, 0.4120199, 0.426228, 0.4567531, 0.5162114, 0.6370505, 0.928549]","[0.1817633, 0.1873021, 0.2016149, 0.2352246, 0.3166858, 0.5443564, 1.2394237]",0.4567531,0.2352246,A3,A2
sky130_fd_sc_hd__a311oi_1,"['A1', 'A2', 'A3', 'B1', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.489903]",8.7584,(!A1&!B1&!C1)|(!A2&!B1&!C1)|(!A3&!B1&!C1),0.0009691861,"[0.002374, 0.002342, 0.002311, 0.002331, 0.002283, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00105433, 0.00222323, 0.00468803, 0.00988547, 0.0208451, 0.0439553]","[0.0005, 0.00105433, 0.00222323, 0.00468803, 0.00988547, 0.0208451, 0.0439553]","[0.0843265, 0.088911, 0.0983887, 0.1169176, 0.1536497, 0.2280589, 0.3808346]","[0.2312285, 0.2441058, 0.2708482, 0.3257207, 0.4402642, 0.6798619, 1.1820617]",0.1169176,0.3257207,A3,A3
sky130_fd_sc_hd__a311oi_2,"['A1', 'A2', 'A3', 'B1', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.508328]",15.0144,(!A1&!B1&!C1)|(!A2&!B1&!C1)|(!A3&!B1&!C1),0.001966469,"[0.004424, 0.004324, 0.004369, 0.004314, 0.004308, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00117506, 0.00276153, 0.00648993, 0.0152521, 0.0358443, 0.0842385]","[0.0005, 0.00117506, 0.00276153, 0.00648993, 0.0152521, 0.0358443, 0.0842385]","[0.0924716, 0.0960011, 0.1043672, 0.1225499, 0.1625337, 0.251223, 0.4526691]","[0.2478202, 0.2565312, 0.2771222, 0.3230098, 0.4287742, 0.6741028, 1.2463675]",0.1225499,0.3230098,A3,A3
sky130_fd_sc_hd__a311oi_4,"['A1', 'A2', 'A3', 'B1', 'C1', 'Y']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.506312]",26.2752,(!A1&!B1&!C1)|(!A2&!B1&!C1)|(!A3&!B1&!C1),0.003569799,"[0.008431, 0.008422, 0.008605, 0.008296, 0.008454, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00126907, 0.00322106, 0.00817548, 0.0207505, 0.0526674, 0.133677]","[0.0005, 0.00126907, 0.00322106, 0.00817548, 0.0207505, 0.0526674, 0.133677]","[0.0896481, 0.0920633, 0.0978238, 0.111718, 0.1441593, 0.2215531, 0.4083248]","[0.2777802, 0.2833926, 0.2977754, 0.3372433, 0.432012, 0.6680504, 1.2611773]",0.111718,0.3372433,A2,A3
sky130_fd_sc_hd__a31o_1,"['A1', 'A2', 'A3', 'B1', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.502162]",8.7584,(A1&A2&A3)|(B1),0.002374821,"[0.002344, 0.002372, 0.002383, 0.002321, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.0005, 0.00130797, 0.00342157, 0.00895062, 0.0234143, 0.0612504, 0.160227]","[0.224235, 0.2312127, 0.245671, 0.2736928, 0.3301702, 0.4578059, 0.7812604]","[0.132745, 0.1404615, 0.1575219, 0.1957656, 0.2901288, 0.5358431, 1.1765028]",0.2736928,0.1957656,A3,A3
sky130_fd_sc_hd__a31o_2,"['A1', 'A2', 'A3', 'B1', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.504691]",8.7584,(A1&A2&A3)|(B1),0.00290576,"[0.002371, 0.002348, 0.002373, 0.002326, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00142851, 0.00408126, 0.0116602, 0.0333134, 0.0951769, 0.271922]","[0.0005, 0.00142851, 0.00408126, 0.0116602, 0.0333134, 0.0951769, 0.271922]","[0.2553716, 0.2615611, 0.2751491, 0.3015966, 0.3531112, 0.464493, 0.7519649]","[0.1468557, 0.1534353, 0.1685663, 0.2025672, 0.2860458, 0.5164233, 1.1725085]",0.3015966,0.2025672,A3,A3
sky130_fd_sc_hd__a31o_4,"['A1', 'A2', 'A3', 'B1', 'X']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.50441]",17.5168,(A1&A2&A3)|(B1),0.005801451,"[0.004277, 0.004742, 0.004916, 0.004459, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.0015806, 0.00499657, 0.0157951, 0.0499315, 0.157843, 0.498972]","[0.0005, 0.0015806, 0.00499657, 0.0157951, 0.0499315, 0.157843, 0.498972]","[0.2529055, 0.2568937, 0.2670723, 0.2895372, 0.3361748, 0.441771, 0.7361316]","[0.1445221, 0.1489219, 0.1606402, 0.1896221, 0.2656221, 0.4917347, 1.2006348]",0.2895372,0.1896221,A3,A3
sky130_fd_sc_hd__a31oi_1,"['A1', 'A2', 'A3', 'B1', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.493032]",6.256,(!A1&!B1)|(!A2&!B1)|(!A3&!B1),0.001483519,"[0.002299, 0.002426, 0.002324, 0.002285, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00112803, 0.0025449, 0.00574143, 0.012953, 0.0292227, 0.0659279]","[0.0005, 0.00112803, 0.0025449, 0.00574143, 0.012953, 0.0292227, 0.0659279]","[0.0765893, 0.082059, 0.0936692, 0.1167871, 0.1659565, 0.274074, 0.5158708]","[0.1470825, 0.1574013, 0.1804664, 0.2320723, 0.3469085, 0.6034073, 1.1790202]",0.1167871,0.2320723,A2,A2
sky130_fd_sc_hd__a31oi_2,"['A1', 'A2', 'A3', 'B1', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.495257]",12.512,(!A1&!B1)|(!A2&!B1)|(!A3&!B1),0.001923209,"[0.004451, 0.004343, 0.004407, 0.004392, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00124315, 0.00309086, 0.00768482, 0.0191068, 0.0475054, 0.118113]","[0.0005, 0.00124315, 0.00309086, 0.00768482, 0.0191068, 0.0475054, 0.118113]","[0.0847024, 0.0884255, 0.0977656, 0.1190149, 0.1681076, 0.2862555, 0.575667]","[0.1751966, 0.1825649, 0.1993134, 0.2405027, 0.3400878, 0.5836382, 1.1845567]",0.1190149,0.2405027,A3,A3
sky130_fd_sc_hd__a31oi_4,"['A1', 'A2', 'A3', 'B1', 'Y']","['input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5022]",21.2704,(!A1&!B1)|(!A2&!B1)|(!A3&!B1),0.002861701,"[0.008422, 0.008417, 0.008631, 0.008511, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00136991, 0.00375331, 0.0102834, 0.0281747, 0.0771936, 0.211497]","[0.0005, 0.00136991, 0.00375331, 0.0102834, 0.0281747, 0.0771936, 0.211497]","[0.0810865, 0.0838954, 0.0905521, 0.1080369, 0.1513193, 0.2642326, 0.5667824]","[0.1773192, 0.1823439, 0.1946139, 0.2279597, 0.315786, 0.5516573, 1.1908045]",0.1080369,0.2279597,A3,A3
sky130_fd_sc_hd__a32o_1,"['A1', 'A2', 'A3', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.508182]",10.0096,(A1&A2&A3)|(B1&B2),0.00229652,"[0.002345, 0.002336, 0.002352, 0.002378, 0.002269, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00129521, 0.00335512, 0.00869114, 0.0225136, 0.0583196, 0.151072]","[0.0005, 0.00129521, 0.00335512, 0.00869114, 0.0225136, 0.0583196, 0.151072]","[0.2648825, 0.2721811, 0.2869004, 0.3155354, 0.3711287, 0.4923063, 0.7904992]","[0.1504103, 0.1591458, 0.1780109, 0.2189982, 0.3156601, 0.5620588, 1.2035511]",0.3155354,0.2189982,A3,A3
sky130_fd_sc_hd__a32o_2,"['A1', 'A2', 'A3', 'B1', 'B2', 'X']","['input', 'input', 'input', 'input', 'input', 'output']","[1.5, 1.5, 1.5, 1.5, 1.5, 1.50221]",11.2608,(A1&A2&A3)|(B1&B2),0.006816834,"[0.002291, 0.002344, 0.002303, 0.002285, 0.002463, 'Not Available']","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.01, 0.0230506, 0.0531329, 0.122474, 0.282311, 0.650743, 1.5]","[0.0005, 0.00142202, 0.00404429, 0.0115021, 0.0327125, 0.0930357, 0.264597]","[0.0005, 0.00142202, 0.00404429, 0.0115021, 0.0327125, 0.0930357, 0.264597]","[0.276365, 0.2821028, 0.2950791, 0.3213535, 0.3722113, 0.4809987, 0.7546057]","[0.1603962, 0.1673702, 0.1836628, 0.2203753, 0.3088709, 0.5486235, 1.2251608]",0.3213535,0.2203753,A2,A3
